,,,,6/30/2013,,No,,,,,,,,,,,,,
A19076662,,,,Duke,,2/3/2008,,,Dog,,Beagle / Mix,,,,,Brown / Black,,No / Male,
0908,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19128772,,,,Rino,,2/17/2007,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
0912,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19128989,,,,Lefty,,10/21/2004,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
0905,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19128721,,,,Ned,,7/20/2005,,,Dog,,German Shepherd / Mix,,,,,Black / Sable,,No / Male,
0913,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19129006,,,,Fox,,4/5/2005,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
0967,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19130627,,,,Bak,,11/22/2004,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
0980,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19131027,,,,Xandro,,12/20/2005,,,Dog,,German Shepherd / Mix,,,,,Black / Fawn,,No / Male,
0981,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19131078,,,,Tif,,10/20/2004,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
0924,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2014,,No,,,,,,,,,,,,,
A19131127,,,,Rocky,,4/27/2004,,,Dog,,Belgian Malinois / Mix,,,,,Fawn,,No / Male,
0965,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19130557,,,,Ceasar 20,,3/8/2005,,,Dog,,German Shepherd / Mix,,,,,Black / Sable,,No / Male,
0906,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19128740,,,,Svetly,,7/25/2006,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
0974,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19130859,,,,Red,,6/5/2006,,,Dog,,"Retriever, Labrador / Mix",,,,,Brown,,No / Male,
4694,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18696919,,,,Raven,,2/7/2008,,,Dog,,"Bulldog, American / Mix",,,,,White,,No / Female,
4680,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$52.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18801007,,,,Kilo,,12/28/2008,,,Dog,,Boerboel,,,,,Tan,,No / Female,
1046,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19136078,,,,Whistler,,2/12/2011,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Black / White,,No / Male,
0914,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19129018,,,,Edo,,9/7/2004,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
0916,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19129050,,,,Nord,,5/25/2004,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
0978,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19130956,,,,Bady,,1/15/2008,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
0979,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19130979,,,,Tony,,6/2/2005,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
1349,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19162025,,,,Emma,,10/1/2001,,,Dog,,Beagle / Mix,,,,,Brown / Black,,Yes / Female,
1372,,,Inactive,3/26/2014 12:49:24 PM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19190712,,,,Riley,,2/19/2008,,,Dog,,Beagle / Mix,,,,,White / Brown,,No / Female,
1282,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19154580,,,,Pete,,,,,Dog,,"Terrier, Jack Russell / Mix",,,,,Brown / White,,No / Male,
4687,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18904406,,,,Juliet,,1/14/2007,,,Dog,,"Terrier, Silky",,,,,Tan / Silver,,No / Female,
4677,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$52.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18801022,,,,Bella,,5/28/2012,,,Dog,,"Bulldog, English",,,,,Brindle / White,,No / Female,
4529,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19236054,,,,Precious,,8/25/2008,,,Dog,,"Retriever, Labrador / Mix",,,,,Tan,,No / Unknown,
4556,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19238344,,,,Lola,,2/26/2010,,,Dog,,Pomeranian,,,,,Blond,,Yes / Female,
1445,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19196235,,,,Greta,,,,,Dog,,"Terrier, Jack Russell / Mix",,,,,Brindle,,No / Female,
4560,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19238838,,,,Jade,,2/26/2009,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Beige,,No / Female,
4584,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19239240,,,,Cain,,9/26/2012,,,Dog,,Perro de Presa Canario,,,,,Tan,,No / Male,
1899,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19235477,,,,Pepper Ann,,,,,Dog,,"Collie, Smooth / Mix",,,,,White / Tan,,No / Female,
0915,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19129040,,,,Edik,,3/10/2005,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
0964,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19130537,,,,Charon,,7/9/2002,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
0972,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19130787,,,,Mac,,10/16/2008,,,Dog,,"Retriever, Labrador / Mix",,,,,Black,,No / Male,
0669,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19112955,,,,Cassie,,5/1/2009,,,Dog,,"Terrier, Jack Russell / Mix",,,,,Blond / White,,No / Female,
1047,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19136105,,,,Heaven,,2/12/2012,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Brown / White,,No / Female,
1049,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19136175,,,,Buddha,,2/12/2011,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Black,,No / Male,
0976,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19130912,,,,Canto,,1/6/2008,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
1151,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19145220,,,,Ryoko,,1/1/2000,,,Dog,,"Schnauzer, Miniature / Mix",,,,,Silver,,No / Female,
1048,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19136135,,,,Queen Bee,,2/12/2012,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Brindle,,No / Female,
4699,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19251757,,,,Peebles,,8/28/2012,,,Dog,,"Terrier, Yorkshire / Mix",,,,,Brown / Black,,No / Female,
1432,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19195674,,,,Maddie,,2/19/2010,,,Dog,,"Chihuahua, Short Coat / Mix",,,,,Black,,Yes / Female,
1140,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19144609,,,,Pharoah,,2/13/2012,,,Dog,,"Retriever, Labrador / Border Collie",,,,,Black / White,,No / Male,
1408,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19193694,,,,Smokey,,,,,Dog,,Chow Chow / Mix,,,,,Black,,No / Male,
1446,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19196268,,,,Lucy,,,,,Dog,,"Terrier, Jack Russell / Mix",,,,,Brindle,,No / Female,
0969,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19130696,,,,Sam,,1/4/2010,,,Dog,,"Retriever, Golden / Mix",,,,,Golden,,Yes / Male,
0971,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19130746,,,,Cruz,,4/25/2009,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
4287,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,WHS-WARL,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19271318,,,,Pepsi,,3/2/2009,,,Dog,,"Retriever, Labrador / Mix",,,,,Tan,,No / Male,
0975,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19130889,,,,Miquel,,11/12/2002,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
1119,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19142721,,,,Buster,,,,,Dog,,Boxer / Mix,,,,,Tan / White,,No / Male,
1065,,,Inactive,4/12/2014 12:00:25 PM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19137934,,,,Red,,10/1/2002,,,Dog,,Shepherd / Mix,,,,,Brown / Black,,No / Male,
4688,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19251642,,,,Lola,,2/27/2009,,,Dog,,"Poodle, Miniature",,,,,Apricot,,No / Female,
1465,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19198999,,,,Luna,,2/20/2012,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Tan / White,,No / Female,
2043,,,Inactive,12/17/2013 3:11:32 PM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19246428,,,,Shocker,,12/7/2005,,,Dog,,"Retriever, Labrador / Mix",,,,,Yellow,,No / Male,
4645,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19251127,,,,Sugar Baby,,2/27/2012,,,Dog,,"Spaniel, American Cocker / Mix",,,,,Black / White,,No / Female,
4611,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19250255,,,,King,,2/27/2012,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Brindle / Brindle,,No / Male,
3308,,,Inactive,1/23/2014 11:34:29 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19345754,,,,Kodiak,,3/5/2004,,,Dog,,Border Collie,,,,,Black / White,,Yes / Female,
4621,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19250512,,,,Ashby,,2/27/2010,,,Dog,,"Shih Tzu / Poodle, Miniature",,,,,White,,No / Female,
4548,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19238241,,,,Luna Olive Petrovi,,2/26/2012,,,Dog,,"Terrier, Fox, Wire / Australian Cattle Dog",,,,,Black / Brown,,No / Female,
4559,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19238409,,,,Lox,,2/26/2012,,,Dog,,Chinese Shar-Pei / Mix,,,,,Black / Brown,,No / Male,
4597,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19240247,,,,Lalati Savage,,2/26/2009,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Black / Black,,No / Female,
1145,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19144886,,,,Hideyoshi,,,,,Dog,,Shih Tzu / Mix,,,,,Black,,Yes / Male,
1217,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19150459,,,,Atlanta,,2/14/2009,,,Dog,,"Chihuahua, Short Coat / Mix",,,,,Black / Brown,,No / Female,
1346,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19161675,,,,Beatrice,,8/16/2008,,,Dog,,"Terrier, Boston / Mix",,,,,Black / White,,No / Female,
1359,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19162881,,,,Liza,,2/15/2005,,,Dog,,"Terrier, Parson Russell / Mix",,,,,Black / Brown,,No / Female,
1389,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19191223,,,,Lenex,,2/19/2004,,,Dog,,Miniature Pinscher / Mix,,,,,Black / Tan,,No / Female,
1245,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19151695,,,,Chico,,2/14/2011,,,Dog,,"Chihuahua, Short Coat / Mix",,,,,Brown,,No / Male,
4562,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19238866,,,,Sky,,8/27/2010,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Grey / White,,No / Female,
2010,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19241899,,,,Maggie,,5/31/1999,,,Dog,,"Foxhound, American",,,,,Black / Brown,,Yes / Female,
4593,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19240104,,,,Polar,,2/26/2006,,,Dog,,"Terrier, Pit Bull / Mix",,,,,White,,No / Female,
2459,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19405803,,,,Rover,,3/13/2012,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
4620,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19250476,,,,Zoe Sabastin,,2/27/2011,,,Dog,,Cane Corso / Perro de Presa Canario,,,,,Brindle / Brindle,,No / Male,
4607,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19249975,,,,Cashew,,2/27/2008,,,Dog,,Beagle,,,,,Brown / Black,,No / Male,
4617,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19250350,,,,Doughboy,,8/27/2012,,,Dog,,Bulldog,,,,,White / Tan,,No / Male,
3188,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19435827,,,,Target,,,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Black / White,,No / Male,
2489,,,Inactive,12/17/2013 2:47:53 PM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19559845,,,,Lola,,,,,Dog,,"Retriever, Labrador / Mix",,,,,Yellow,,No / Female,
4202,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19564789,,,,Pabb,,4/3/2004,,,Dog,,"Schnauzer, Miniature / Mix",,,,,Black / Grey,,No / Male,
4703,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19251952,,,,Chino,,8/28/2012,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Brindle / Brindle,,No / Male,
3578,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19262773,,,,Xha-Xha,,3/1/2008,,,Dog,,"Terrier, Boston",,,,,Black / White,,No / Female,
0917,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19129069,,,,Dux,,9/10/2002,,,Dog,,German Shepherd / Mix,,,,,Black / Tan,,No / Male,
0994,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19129288,,,,Reilly,,,,,Dog,,"Spaniel, American Cocker / Mix",,,,,Brown / White,,No / Male,
0973,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19130824,,,,Trigger,,1/21/2007,,,Dog,,"Retriever, Chesapeake Bay / Mix",,,,,Brown,,No / Male,
0984,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19131175,,,,Rocko,,10/12/2002,,,Dog,,Belgian Malinois / Mix,,,,,Fawn,,No / Male,
1612,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DPJ,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A18702295,,,,Jefe,,12/11/2010,,,Dog,,"Poodle, Miniature / Mix",,,,,Grey,,No / Male,
3464,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19396801,,,,Sussie,,,,,Dog,,"Setter, English / Mix",,,,,Black / White,,No / Female,
1358,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19564722,,,,Gus,,4/2/2012,,,Dog,,Terrier / Mix,,,,,Brindle,,No / Male,
5013,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19555672,,,,Blueberry,,4/1/2012,,,Dog,,"Terrier, American Pit Bull / Mix",,,,,Tan / White,,No / Male,
4934,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19232692,,,,Sam,,2/25/2012,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Tan,,No / Male,
1425,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19648735,,,,Sheba,,4/14/2002,,,Dog,,"Retriever, Labrador / Terrier, Pit Bull",,,,,Tan,,No / Female,
3126,,,Inactive,12/17/2013 3:15:26 PM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19351210,,,,Tioga,,,,,Dog,,"Retriever, Golden",,,,,Golden,,No / Male,
4309,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,WHS-WARL,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19700744,,,,Danny Boy,,10/21/2012,,,Dog,,Shepherd / Mix,,,,,Black,,Yes / Male,
3189,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19435838,,,,Princess,,3/18/2012,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Brown / Black,,No / Female,
4501,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19491390,,,,Loki,,9/24/2010,,,Dog,,"Terrier, Pit Bull / Mix",,,,,White / Brown,,No / Male,
0145,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19485656,,,,Clyde,,,,,Dog,,Bulldog / Mix,,,,,White / Black,,No / Male,
3468,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19396926,,,,Tango,,3/12/2009,,,Dog,,Belgian Tervuren / Mix,,,,,Mahogany / Black,,No / Male,
4512,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,National Capital Area Spay and Neuter Center,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19649781,,,,Patches,,4/14/2005,,,Dog,,"Terrier, Pit Bull / Mix",,,,,Brown / White,,No / Female,
1144,,,Inactive,12/17/2013 3:09:25 PM,,Dog License No S/N,,,,,DC Department of Health,,,,,$50.00,,,
,,,,6/30/2013,,No,,,,,,,,,,,,,
A19144849,,,,Kenish,,,,,Dog,,Shih Tzu / Mix,,,,,Black,,No / Male,
4276,,,Expired,4/27/2016 1:00:00 AM,,Dog License No S/N,,,,,WHS-WARL,,,,,$50.00,,,
